country,month,category,n_tenders,est_total_eur,est_median_eur,est_total_eur_real,est_median_eur_real,n_awards,awd_total_eur,awd_median_eur,awd_total_eur_real,awd_median_eur_real,value_missing_share,group,treat_date,treat_month,treat_month_alt,treated,rel_month,post_eforms,month_2023_10
FR,2025-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2025-12,cyber_broad,2.0,2376431.0,1188215.5,2056466.8379276167,1028233.4189638083,3.0,2312549.0,628000.0,2001185.9505210426,543445.6856599427,0.0,control,never,,,0,,1,0
FR,2025-12,cyber_strict,5.0,12300000.0,1150000.0,10643920.27646066,995163.2778804683,0.0,0.0,,0.0,,0.2,control,never,,,0,,1,0
FR,2025-12,ict_generic,169.0,689237105.41,1100000.0,596437788.7449229,951895.3092769696,128.0,1757370273.0200002,650000.0,1520756835.955023,562483.591845482,0.27946127946127947,control,never,,,0,,1,0
FR,2025-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-01,cyber_broad,6.0,1559764.0,659764.0,,,2.0,2800000.0,1400000.0,,,0.375,control,never,,,0,,1,0
FR,2026-01,cyber_strict,0.0,0.0,,0.0,,1.0,278000.0,278000.0,,,0.0,control,never,,,0,,1,0
FR,2026-01,ict_generic,145.0,1063423266.67,600000.0,,,121.0,367677443.75,800000.0,,,0.2744360902255639,control,never,,,0,,1,0
FR,2026-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-02,cyber_broad,3.0,1642764.0,659764.0,,,1.0,1549281.0,1549281.0,,,0.0,control,never,,,0,,1,0
FR,2026-02,cyber_strict,2.0,0.0,0.0,,,2.0,5017000.0,2508500.0,,,0.25,control,never,,,0,,1,0
FR,2026-02,ict_generic,167.0,1374504274.56,900000.0,,,104.0,390765548.83,780000.0,,,0.28413284132841327,control,never,,,0,,1,0
FR,2026-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-03,cyber_broad,3.0,229065000.0,114532500.0,,,0.0,0.0,,0.0,,0.3333333333333333,control,never,,,0,,1,0
FR,2026-03,cyber_strict,2.0,0.0,0.0,,,0.0,0.0,,0.0,,0.5,control,never,,,0,,1,0
FR,2026-03,ict_generic,196.0,1703221908.67,600000.0,,,125.0,1113969277.5500002,532027.62,,,0.29283489096573206,control,never,,,0,,1,0
FR,2026-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-04,cyber_broad,2.0,,,,,3.0,66041225.04,741225.04,,,0.4,control,never,,,0,,1,0
FR,2026-04,cyber_strict,1.0,0.0,0.0,,,1.0,500000.0,500000.0,,,0.0,control,never,,,0,,1,0
FR,2026-04,ict_generic,184.0,1104694336.67,610000.0,,,138.0,1013296903.5,830000.0,,,0.2391304347826087,control,never,,,0,,1,0
FR,2026-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-05,cyber_broad,4.0,16375000.0,8187500.0,,,1.0,204000.0,204000.0,,,0.4,control,never,,,0,,1,0
FR,2026-05,cyber_strict,2.0,,,,,1.0,4000000.0,4000000.0,,,0.6666666666666666,control,never,,,0,,1,0
FR,2026-05,ict_generic,159.0,1044360029.3399999,700000.0,,,80.0,1610821453.62,1006000.0,,,0.3179916317991632,control,never,,,0,,1,0
FR,2026-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-06,cyber_broad,2.0,14875000.0,14875000.0,,,1.0,21458333.0,21458333.0,,,0.3333333333333333,control,never,,,0,,1,0
FR,2026-06,cyber_strict,4.0,38940000.0,8790000.0,,,2.0,22900950.0,11450475.0,,,0.16666666666666666,control,never,,,0,,1,0
FR,2026-06,ict_generic,193.0,2566708728.0,758000.0,,,97.0,835395388.23,850068.0,,,0.32413793103448274,control,never,,,0,,1,0
FR,2026-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
FR,2026-07,cyber_broad,4.0,5600000.0,5600000.0,,,0.0,0.0,,0.0,,0.75,control,never,,,0,,1,0
FR,2026-07,cyber_strict,3.0,8790000.0,8790000.0,,,2.0,541666.0,270833.0,,,0.4,control,never,,,0,,1,0
FR,2026-07,ict_generic,233.0,2604499755.31,650000.0,,,118.0,804392144.25,778708.5,,,0.301994301994302,control,never,,,0,,1,0
FR,2026-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,control,never,,,0,,1,0
HR,2021-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-37.0,0,0
HR,2021-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-37.0,0,0
HR,2021-01,ict_generic,9.0,,,,,16.0,5932769.928489286,323965.44353826024,6090278.792520128,332566.38873114967,0.4,early,2024-02-15,2024-02,2024-02,0,-37.0,0,0
HR,2021-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-37.0,0,0
HR,2021-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-36.0,0,0
HR,2021-02,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-36.0,0,0
HR,2021-02,ict_generic,13.0,,,,,15.0,27791971.30962485,323191.84196278837,28463547.85211127,331001.58159468055,0.5,early,2024-02-15,2024-02,2024-02,0,-36.0,0,0
HR,2021-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-36.0,0,0
HR,2021-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-35.0,0,0
HR,2021-03,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-35.0,0,0
HR,2021-03,ict_generic,19.0,,,,,6.0,1352268.582663658,319593.4444400459,1371406.4966027038,324116.4747859325,0.8,early,2024-02-15,2024-02,2024-02,0,-35.0,0,0
HR,2021-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-35.0,0,0
HR,2021-04,cyber_broad,1.0,,,,,0.0,0.0,,0.0,,1.0,early,2024-02-15,2024-02,2024-02,0,-34.0,0,0
HR,2021-04,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-34.0,0,0
HR,2021-04,ict_generic,9.0,,,,,16.0,6800907.82119214,236450.86747975,6860337.425603575,238517.08891466996,0.4,early,2024-02-15,2024-02,2024-02,0,-34.0,0,0
HR,2021-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-34.0,0,0
HR,2021-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-33.0,0,0
HR,2021-05,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-33.0,0,0
HR,2021-05,ict_generic,13.0,,,,,18.0,8996288.34179672,344588.3019168904,9065396.102286667,347235.363119439,0.45161290322580644,early,2024-02-15,2024-02,2024-02,0,-33.0,0,0
HR,2021-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-33.0,0,0
HR,2021-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-32.0,0,0
HR,2021-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-32.0,0,0
HR,2021-06,ict_generic,15.0,,,,,19.0,9997700.534190452,355513.9570552147,10037223.385764575,356919.3727614734,0.47058823529411764,early,2024-02-15,2024-02,2024-02,0,-32.0,0,0
HR,2021-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-32.0,0,0
HR,2021-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-31.0,0,0
HR,2021-07,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-31.0,0,0
HR,2021-07,ict_generic,12.0,,,,,24.0,14179716.727235265,385013.9283191385,14115243.258265393,383263.3162273769,0.3611111111111111,early,2024-02-15,2024-02,2024-02,0,-31.0,0,0
HR,2021-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-31.0,0,0
HR,2021-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-30.0,0,0
HR,2021-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-30.0,0,0
HR,2021-08,ict_generic,13.0,,,,,13.0,3320023.6339381,287398.8794023479,3298411.737845116,285528.03888922895,0.6153846153846154,early,2024-02-15,2024-02,2024-02,0,-30.0,0,0
HR,2021-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-30.0,0,0
HR,2021-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-29.0,0,0
HR,2021-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-29.0,0,0
HR,2021-09,ict_generic,10.0,,,,,12.0,4954722.555379852,329500.5605680423,4909103.230977945,326466.769514123,0.5,early,2024-02-15,2024-02,2024-02,0,-29.0,0,0
HR,2021-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-29.0,0,0
HR,2021-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-28.0,0,0
HR,2021-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-28.0,0,0
HR,2021-10,ict_generic,5.0,,,,,20.0,7259924.41432089,314600.38597191725,7136284.271020795,309242.5840742688,0.24,early,2024-02-15,2024-02,2024-02,0,-28.0,0,0
HR,2021-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-28.0,0,0
HR,2021-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-27.0,0,0
HR,2021-11,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-27.0,0,0
HR,2021-11,ict_generic,10.0,,,,,13.0,5235305.560884368,397010.22,5120933.476005244,388337.013431318,0.5217391304347826,early,2024-02-15,2024-02,2024-02,0,-27.0,0,0
HR,2021-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-27.0,0,0
HR,2021-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-26.0,0,0
HR,2021-12,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-26.0,0,0
HR,2021-12,ict_generic,15.0,,,,,7.0,5863436.991529369,365603.72335474263,5728458.661745599,357187.400298412,0.7272727272727273,early,2024-02-15,2024-02,2024-02,0,-26.0,0,0
HR,2021-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-26.0,0,0
HR,2022-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-25.0,0,0
HR,2022-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-25.0,0,0
HR,2022-01,ict_generic,5.0,,,,,13.0,5030728.355642086,318949.592674791,4894583.5371416565,310317.97289019363,0.2777777777777778,early,2024-02-15,2024-02,2024-02,0,-25.0,0,0
HR,2022-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-25.0,0,0
HR,2022-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-24.0,0,0
HR,2022-02,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-24.0,0,0
HR,2022-02,ict_generic,13.0,,,,,22.0,14954567.28211527,357610.4363004061,14412044.273550369,344637.0157970975,0.42857142857142855,early,2024-02-15,2024-02,2024-02,0,-24.0,0,0
HR,2022-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-24.0,0,0
HR,2022-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-23.0,0,0
HR,2022-03,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-23.0,0,0
HR,2022-03,ict_generic,19.0,,,,,9.0,21613428.748794757,316994.8884574236,20432957.968685474,299681.42988418095,0.75,early,2024-02-15,2024-02,2024-02,0,-23.0,0,0
HR,2022-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-23.0,0,0
HR,2022-04,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-22.0,0,0
HR,2022-04,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-22.0,0,0
HR,2022-04,ict_generic,19.0,,,,,12.0,5310419.7943818895,332938.5924289136,4888906.570751497,306511.6761398951,0.6774193548387096,early,2024-02-15,2024-02,2024-02,0,-22.0,0,0
HR,2022-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-22.0,0,0
HR,2022-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-21.0,0,0
HR,2022-05,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-21.0,0,0
HR,2022-05,ict_generic,23.0,,,,,17.0,18043943.15382982,479762.67317798187,16421690.187159993,436629.28413850046,0.6,early,2024-02-15,2024-02,2024-02,0,-21.0,0,0
HR,2022-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-21.0,0,0
HR,2022-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-20.0,0,0
HR,2022-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-20.0,0,0
HR,2022-06,ict_generic,21.0,,,,,10.0,4153692.4193376917,327805.24105671607,3720415.491560155,293611.4603392994,0.6774193548387096,early,2024-02-15,2024-02,2024-02,0,-20.0,0,0
HR,2022-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-20.0,0,0
HR,2022-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-19.0,0,0
HR,2022-07,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-19.0,0,0
HR,2022-07,ict_generic,13.0,,,,,25.0,8772651.873378998,362769.83440845914,7751922.99848062,320560.28930540103,0.39473684210526316,early,2024-02-15,2024-02,2024-02,0,-19.0,0,0
HR,2022-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-19.0,0,0
HR,2022-08,cyber_broad,0.0,0.0,,0.0,,1.0,311300.9356118076,311300.9356118076,274735.8410063061,274735.8410063061,0.0,early,2024-02-15,2024-02,2024-02,0,-18.0,0,0
HR,2022-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-18.0,0,0
HR,2022-08,ict_generic,13.0,,,,,20.0,16082734.098591924,661050.334052011,14193672.33694191,583404.0270914952,0.42424242424242425,early,2024-02-15,2024-02,2024-02,0,-18.0,0,0
HR,2022-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-18.0,0,0
HR,2022-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-17.0,0,0
HR,2022-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-17.0,0,0
HR,2022-09,ict_generic,16.0,,,,,25.0,70270995.42554039,346833.73879981926,61857104.228261106,305305.63287026214,0.5121951219512195,early,2024-02-15,2024-02,2024-02,0,-17.0,0,0
HR,2022-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-17.0,0,0
HR,2022-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-16.0,0,0
HR,2022-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-16.0,0,0
HR,2022-10,ict_generic,17.0,,,,,19.0,6969920.656591145,298480.7033387341,6076738.6570949955,260230.97216467862,0.5,early,2024-02-15,2024-02,2024-02,0,-16.0,0,0
HR,2022-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-16.0,0,0
HR,2022-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-15.0,0,0
HR,2022-11,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-15.0,0,0
HR,2022-11,ict_generic,19.0,,,,,23.0,33916259.1321295,396282.4490228834,29371515.567270942,343181.011654839,0.4523809523809524,early,2024-02-15,2024-02,2024-02,0,-15.0,0,0
HR,2022-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-15.0,0,0
HR,2022-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-14.0,0,0
HR,2022-12,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-14.0,0,0
HR,2022-12,ict_generic,22.0,,,,,25.0,20513771.071466442,405974.97614250873,17788239.576707967,352035.7184747996,0.5106382978723404,early,2024-02-15,2024-02,2024-02,0,-14.0,0,0
HR,2022-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-14.0,0,0
HR,2023-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-13.0,0,0
HR,2023-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-13.0,0,0
HR,2023-01,ict_generic,8.0,,,,,23.0,9784401.424799066,351909.88,8462912.735824922,304380.6642853249,0.3225806451612903,early,2024-02-15,2024-02,2024-02,0,-13.0,0,0
HR,2023-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-13.0,0,0
HR,2023-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-12.0,0,0
HR,2023-02,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-12.0,0,0
HR,2023-02,ict_generic,12.0,,,,,18.0,10520228.389999999,297044.26,9074140.045662154,256213.18426529723,0.5,early,2024-02-15,2024-02,2024-02,0,-12.0,0,0
HR,2023-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-12.0,0,0
HR,2023-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-11.0,0,0
HR,2023-03,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-11.0,0,0
HR,2023-03,ict_generic,19.0,,,,,21.0,10203680.94,350005.97,8726416.429329993,299332.9431733074,0.525,early,2024-02-15,2024-02,2024-02,0,-11.0,0,0
HR,2023-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-11.0,0,0
HR,2023-04,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-10.0,0,0
HR,2023-04,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-10.0,0,0
HR,2023-04,ict_generic,14.0,,,,,20.0,8078163.790000001,236929.0,6829692.913432142,200311.8969052946,0.4411764705882353,early,2024-02-15,2024-02,2024-02,0,-10.0,0,0
HR,2023-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-10.0,0,0
HR,2023-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-9.0,0,0
HR,2023-05,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-9.0,0,0
HR,2023-05,ict_generic,20.0,,,,,24.0,31674912.85,349440.0,26626419.56422122,293744.64569431206,0.4772727272727273,early,2024-02-15,2024-02,2024-02,0,-9.0,0,0
HR,2023-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-9.0,0,0
HR,2023-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-8.0,0,0
HR,2023-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-8.0,0,0
HR,2023-06,ict_generic,13.0,,,,,16.0,11854851.32,498678.83999999997,9807214.842555966,412544.23099054024,0.4482758620689655,early,2024-02-15,2024-02,2024-02,0,-8.0,0,0
HR,2023-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-8.0,0,0
HR,2023-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-7.0,0,0
HR,2023-07,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-7.0,0,0
HR,2023-07,ict_generic,15.0,,,,,39.0,36403854.400000006,556080.0,29778405.43001442,454874.2424242423,0.2962962962962963,early,2024-02-15,2024-02,2024-02,0,-7.0,0,0
HR,2023-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-7.0,0,0
HR,2023-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-6.0,0,0
HR,2023-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-6.0,0,0
HR,2023-08,ict_generic,22.0,,,,,24.0,17750304.94,377692.8,14448293.085135901,307432.2547692308,0.5217391304347826,early,2024-02-15,2024-02,2024-02,0,-6.0,0,0
HR,2023-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-6.0,0,0
HR,2023-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-5.0,0,0
HR,2023-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-5.0,0,0
HR,2023-09,ict_generic,13.0,,,,,25.0,15224304.290000001,390776.0,12473752.476088526,320175.0966576332,0.3684210526315789,early,2024-02-15,2024-02,2024-02,0,-5.0,0,0
HR,2023-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-5.0,0,0
HR,2023-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-4.0,0,1
HR,2023-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-4.0,0,1
HR,2023-10,ict_generic,18.0,,,,,18.0,9191805.07,290930.0,7509621.472800855,237687.1744389541,0.5,early,2024-02-15,2024-02,2024-02,0,-4.0,0,1
HR,2023-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-4.0,0,1
HR,2023-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-3.0,1,0
HR,2023-11,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-3.0,1,0
HR,2023-11,ict_generic,10.0,,,,,14.0,5941896.91,317843.5,4875934.274472017,260823.1073413468,0.5,early,2024-02-15,2024-02,2024-02,0,-3.0,1,0
HR,2023-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-3.0,1,0
HR,2023-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-2.0,1,0
HR,2023-12,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-2.0,1,0
HR,2023-12,ict_generic,21.0,160000.0,160000.0,131694.6691557768,131694.6691557768,26.0,12256304.0,293523.7,10088061.877203899,241596.91600549675,0.46808510638297873,early,2024-02-15,2024-02,2024-02,0,-2.0,1,0
HR,2023-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-2.0,1,0
HR,2024-01,cyber_broad,1.0,783828.08,783828.08,647024.5312842916,647024.5312842916,0.0,0.0,,0.0,,0.0,early,2024-02-15,2024-02,2024-02,0,-1.0,1,0
HR,2024-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-1.0,1,0
HR,2024-01,ict_generic,14.0,7567000.0,955500.0,6246311.854798867,788734.1056244639,12.0,32648880.479999997,371000.0,26950586.651002422,306248.40731206286,0.3076923076923077,early,2024-02-15,2024-02,2024-02,0,-1.0,1,0
HR,2024-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,early,2024-02-15,2024-02,2024-02,0,-1.0,1,0
HR,2024-02,cyber_broad,1.0,783828.08,783828.08,645112.1930880713,645112.1930880713,0.0,0.0,,0.0,,0.0,early,2024-02-15,2024-02,2024-02,1,0.0,1,0
